Species	Strains	Abbreviation	Accession	Genome_size	GC content (%)	Complete 	Download	Reference	Reference_link	Note.
Fusarium oxysporum f. sp. melonis	Fom016	NeFoFom016	LT906333.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906333.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom013	NeFoFom013	LT906332.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906332.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom012	NeFoFom012	LT906331.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906331.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom011	NeFoFom011	LT906330.1	38736	31.08	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906330.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom010	NeFoFom010	LT906329.1	38736	31.08	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906329.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom009	NeFoFom009	LT906328.1	38736	31.08	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906328.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom006	NeFoFom006	LT906327.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906327.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom005	NeFoFom005	LT906326.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906326.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. melonis	Fom004	NeFoFom004	LT906325.1	45538	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906325.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. nelumbicola	2013F23a	NeFo2013F23a	MW192443.1	47530	32.43	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW192443.1	 --	 --	 --
Fusarium oxysporum f. sp. niveum	Fon021	NeFoFon021	LT906341.1	45752	32.11	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906341.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon020	NeFoFon020	LT906340.1	45752	32.11	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906340.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon019	NeFoFon019	LT906339.1	50087	31.56	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906339.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon015	NeFoFon015	LT906338.1	45708	32.18	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906338.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon013	NeFoFon013	LT906337.1	50795	31.42	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906337.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon010	NeFoFon010	LT906336.1	45752	32.11	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906336.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon005	NeFoFon005	LT906335.1	45752	32.12	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906335.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. niveum	Fon002	NeFoFon002	LT906334.1	45677	32.14	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906334.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. pisi	NRRL37622	NeFoNRRL37622	LT906354.1	39941	31.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906354.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. radicis-cucumerinum	Forc016	NeFoForc016	CM008299.1 	47541	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM008299.1	van Dam P, Fokkens L, Schmidt SM, et al. Effector profiles distinguish formae speciales of Fusarium oxysporum. Environ Microbiol. 2016,18(11):4087-4102.	https://doi.org/10.1111/1462-2920.13445	 --
Fusarium oxysporum f. sp. radicis-cucumerinum	Forc031	NeFoForc031	LT906344.1	47541	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906344.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. radicis-cucumerinum	Forc024	NeFoForc024	LT906343.1	47541	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906343.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. radicis-lycopersici	NRRL26381	NeFoNRRL26381	LT906352.1	47263	32.18	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906352.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. raphani	NRRL54005	NeFoNRRL54005	LT906356.1	45536	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906356.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. spinaciae	Fus254	NeFoFus254	CM056034.1 	50177	31.52	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM056034.1	Batson AM, Fokkens L, Rep M, et al. Putative Effector Genes Distinguish Two Pathogenicity Groups of Fusarium oxysporum f. sp. spinaciae. Mol Plant Microbe Interact. 2021,34(2):141-156.	https://doi.org/10.1094/MPMI-06-20-0145-R	 --
Fusarium oxysporum f. sp. spinaciae	Fus167	NeFoFus167	CM056032.1	50189	31.49	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM056032.1	Batson AM, Fokkens L, Rep M, et al. Putative Effector Genes Distinguish Two Pathogenicity Groups of Fusarium oxysporum f. sp. spinaciae. Mol Plant Microbe Interact. 2021,34(2):141-156.	https://doi.org/10.1094/MPMI-06-20-0145-R	 --
Fusarium oxysporum f. sp. vasinfectum	NRRL25433	NeFoNRRL25433	LT906351.1	44941	32.0	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906351.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. vasinfectum	Fov24500	NeFoFov24500	LT906346.1	48054	31.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906346.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum MN25	NRRL54003	NeFoNRRL54003	LT906355.1	47588	32.19	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906355.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum PHW808	NRRL54008	NeFoNRRL54008	LT906357.1	50023	31.5	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906357.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium phialophorum	CR1.1	NeFpCR1.1	CM081654.1 	50098	32.01	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM081654.1	van Westerhoven AC, Aguilera-Galvez C, Nakasato-Tagami G, et al. Segmental duplications drive the evolution of accessory regions in a major crop pathogen. New Phytol. 2024,242(2):610-625.	https://doi.org/10.1111/nph.19604	 --
Fusarium poae	DAOMC 252244	NeFpDAOMC252244	NW_025408658.1	140862	31.84	Y	https://www.ncbi.nlm.nih.gov/nuccore/NW_025408658.1	Witte TE, Harris LJ, Nguyen HDT, et al. Apicidin biosynthesis is linked to accessory chromosomes in Fusarium poae isolates. BMC Genomics. 2021,22(1):591.	https://doi.org/10.1186/s12864-021-07617-y	 --
Fusarium proliferatum	NRRL62905	NeFpNRRL62905	CP128312.1	46403	32.97	Y	https://www.ncbi.nlm.nih.gov/nuccore/CP128312.1	Studt-Reinhold L, Atanasoff-Kardjalieff AK, Berger H, et al. H3K27me3 is vital for fungal development and secondary metabolite gene silencing, and substitutes for the loss of H3K9me3 in the plant pathogen Fusarium proliferatum. PLoS Genet. 2024,20(1):e1011075.	https://doi.org/10.1371/journal.pgen.1011075	 --
Fusarium pseudoanthophilum	CBS 414.97	NeFpCBS414.97	MT010924.1	70256	31.79	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010924.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium pseudocircinatum	CBS 449.97	NeFpCBS449.97	MT010920.1	50881	32.86	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010920.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium pseudograminearum	CS3220	NeFpCS3220	NC_046566.1	110525	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_046566.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium pseudograminearum	CBS_109956	NeFpCBS_109956	MT036638.1	110526	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036638.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium pseudograminearum	CS3096	NeFpCS3096	MT036637.1	110525	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036637.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium pseudograminearum	CS3427	NeFpCS3427	MT036636.1	110525	31.64	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT036636.1	Kulik T, Brankovics B, van Diepeningen AD, et al. Diversity of Mobile Genetic Elements in the Mitogenomes of Closely Related Fusarium culmorum and F. graminearum sensu stricto Strains and Its Implication for Diagnostic Purposes. Front Microbiol. 2020,11:1002.	https://doi.org/10.3389/fmicb.2020.01002	 --
Fusarium pseudonygamai	CBS 417.97	NeFpCBS417.97	MT010925.1	65694	31.86	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010925.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium ramigenum	CBS 418.97	NeFrCBS418.97	MT010919.1	65572	31.33	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010919.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium redolens	CBS 743.97	NeFrCBS743.97	MT010909.1	48384	31.99	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010909.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium redolens	YP04	NeFrYP04	CM029818.1 	49602	32.05	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM029818.1	Fan S, Wang Q, Dai J, et al. The Whole Genome Sequence of Fusarium redolens Strain YP04, a Pathogen that Causes Root Rot of American Ginseng. Phytopathology. 2021,111(11):2130-2134.	https://doi.org/10.1094/PHYTO-03-21-0084-A	 --
Fusarium sacchari	CBS 147.25	NeFsCBS147.25	MT010910.1	58157	32.54	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010910.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium sacchari	FS66	NeFsFS66	CM029408.1	59755	32.35	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM029408.1	Cui Y, Wu B, Peng A, et al. The Genome of Banana Leaf Blight Pathogen Fusarium sacchari str. FS66 Harbors Widespread Gene Transfer From Fusarium oxysporum. Front Plant Sci. 2021,12:629859.	https://doi.org/10.3389/fpls.2021.629859	 --
Fusarium solani	 --	NeFsNC_016680	NC_016680.1	62978	28.88	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_016680.1	Al-Reedy RM, Malireddy R, Dillman CB, et al. Comparative analysis of Fusarium mitochondrial genomes reveals a highly variable region that encodes an exceptionally large open reading frame. Fungal Genet Biol. 2012,49(1):2-14.	https://doi.org/10.1016/j.fgb.2011.11.008	 --
Fusarium solani	IISc-1 	NeFsIISc-1	CM023198.1	59514	28.78	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM023198.1	Whole genome sequencing and analysis of an endophytic fungus, Fusarium solani isolated from Taxus celebica	 --	 --
Fusarium sp.	CBS:123663	NeFsCBS123663	MW186777.1	102257	31.8	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW186777.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium tardichlamydosporum	C135	NeFtC135	CM081628.1 	45943	32.22	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM081628.1	van Westerhoven AC, Aguilera-Galvez C, Nakasato-Tagami G, et al. Segmental duplications drive the evolution of accessory regions in a major crop pathogen. New Phytol. 2024,242(2):610-625.	https://doi.org/10.1111/nph.19604	 --
Fusarium tricinctum	KGS17	NeFtKGS17	MT269798.1	46314	33.27	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT269798.1	Complete mitochondrial genome sequence of the potato pathogenic fungus, Fusarium tricinctum f. tricinctum. KGS17	 --	 --
Fusarium tricinctum	INRA104	NeFtINRA104	CM009895.1 	48506	33.05	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM009895.1	Ponts N, Richard-Forget F, Zhang H, et al. Genome Sequence of the Emerging Mycotoxin-Producing Filamentous Fungus Fusarium tricinctum Strain INRA104. Genome Announc. 2018,6(25):e00509-18.	https://doi.org/10.1128/genomea.00509-18	 --
Fusarium ussurianum	CBS123752	NeFuCBS123752	NC_063726.1	99850	31.38	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_063726.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium ussurianum	CBS123754	NeFuCBS123754	MW182676.1	105995	31.3	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182676.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium venenatum	A3/5	NeFvA3_5	CM033364.1	78754	31.72	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033364.1	Differences in Fusarium venenatum metabolism in response to growth media	 --	 --
Fusarium verticillioides	CBS 576.78	NeFvCBS576.78	MT010915.1	53759	32.62	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010915.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium verticillioides	366	NeFv366	CM076155.1 	53555	32.66	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM076155.1	Biregeya J, Anjago WM, Pan S, et al. Type 2C Protein Phosphatases MoPtc5 and MoPtc7 Are Crucial for Multiple Stress Tolerance, Conidiogenesis and Pathogenesis of Magnaporthe oryzae. J Fungi (Basel). 2022,9(1):1.	https://doi.org/10.3390/jof9010001	 --
Fusarium verticillioides	ZH12-2	NeFvZH12-2	CM074051.1 	53773	32.61	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM074051.1	A Fusarium fungus, Fusarium verticillioides that causes ear rot and stalk rot in fresh maize	 --	 --
Fusarium verticillioides	ITEM 10027	NeFvITEM10027	CP079917.1	53746	32.63	Y	https://www.ncbi.nlm.nih.gov/nuccore/CP079917.1	Mini-chromosomes are not required for virulence in Fusarium verticillioides but share evolution with F. oxysporum dispensable chromosomes	 --	 --
